3089806691	14	228
5100840601	182	90
3043127425	39	64
2746935825	36	13
1015304350	228	122
3787420090	292	246
2943622927	157	28
1926154822	240	530
3741151061	202	123
2262543672	117	91
2007430077	408	412
5449783499	40	75
2715860181	177	110
5140850993	188	71
2912783485	277	225
1778936562	119	145
2284388442	296	909
2877414470	203	126
2787004772	448	532
2160544622	299	833
3143674785	178	152
2883865160	89	151
3579585500	137	106
2774945763	249	326
5172022460	47	40
1763062181	103	254
1971368633	366	705
3874282906	134	61
2318768342	128	149
1895954923	56	70
3138407975	32	59
1692062222	254	398
1785925944	271	893
2210607752	211	109
2160751155	550	419
3194728131	275	512
2353714251	140	159
2675202892	242	438
2778515791	159	268
3182321262	82	30
2263173014	306	183
2733782875	157	131
2449061593	389	791
3558703125	172	225
3295034151	111	265
3850725608	125	81
1251635460	160	270
3822198964	152	202
1801118131	365	373
2765255437	212	234
2746471705	90	80
2274186181	292	196
