3989896160	146	61
1995234631	269	610
1778936562	119	145
2043280800	262	579
3294177473	51	62
3762274180	136	140
3577747280	297	559
5187389693	75	25
2405769601	420	830
5604939255	11	7
2158356937	158	229
2667755412	341	359
5623362266	137	62
5202445059	185	77
5053556838	77	46
3787521537	58	52
3934577240	253	307
5582241200	22	10
2649891827	274	268
3738021880	90	51
2945275625	82	52
3889026554	108	54
5562306794	73	20
2602358737	239	292
3150433010	165	61
2071234861	106	61
3141079521	133	27
5306784457	498	33
3877777911	296	16
5138267227	179	72
5284181265	45	9
3851544753	158	92
1015304350	228	122
2181622405	116	151
3914521710	106	88
5040864372	196	106
2912783485	277	225
2514662581	173	224
2684986807	60	57
5057088595	159	39
3959478880	87	105
5089311177	91	18
5082861520	429	230
2165577280	359	560
1809046071	165	227
2284388442	296	909
