5691665857	98	2
3893160417	72	101
5381102477	409	39
3181585290	25	23
3627673762	155	66
5123731383	80	10
5100840601	182	90
5658562591	98	2
2646398514	76	65
3659578367	146	22
5264326278	54	17
3043127425	39	64
2373322683	339	22
2037262215	158	53
2746935825	36	13
68515752	688	101
1800861161	103	19
3552224645	493	124
3612465571	94	20
3962625919	103	13
5551056796	941	77
1015304350	228	122
3787420090	292	246
2714367517	412	207
2943622927	157	28
3741151061	202	123
2476951495	180	167
2262543672	117	91
2007430077	408	412
5329688952	212	7
1726680721	243	70
