2902834730	258	204
3192692455	102	94
5310594613	56	27
1598594054	449	680
1803520477	355	121
5703572939	48	2
5611366834	84	243
2531737521	8	53
1526245794	55	87
1411736043	202	435
3926272397	89	35
3456929194	116	99
3043241305	34	95
1877470491	265	521
2109820320	447	297
1135545375	700	121
5699755970	59	36
2117017662	88	213
3046205660	80	10
2885403294	98	179
3342706970	158	261
1210809165	544	187
3263921614	104	156
2647843807	158	91
3192791995	54	56
5468493123	49	207
1239935397	528	998
3490764500	89	100
1686785880	617	608
1784791115	110	157
1236267880	213	229
1928460277	356	211
2489506191	105	675
1897513210	653	447
2344193820	190	135
1915143475	400	946
3091168950	721	49
1359282693	430	82
3937694893	201	73
2816277500	90	200
2900320793	91	167
2508156503	150	453
1635208340	189	316
2046405041	425	266
1278848347	466	631
3739790460	95	28
5675346611	27	20
2452292402	89	140
1995234631	269	610
1660774580	82	76
3686316531	141	231
2133573905	404	584
2141925284	44	67
5448011932	153	48
1767425137	73	134
2121207974	63	7
5155920614	727	29
1416452394	113	60
3960378592	78	457
5487705002	47	48
1915131641	692	570
5582229370	128	9
5173315545	207	66
2194929252	185	218
1101527924	97	219
3157852192	244	919
3261913271	138	51
1407462075	162	111
5519315484	134	13
1851873427	74	58
5042219424	568	128
3991616831	37	33
2639038110	229	746
3295466902	63	31
5708157134	40	2
5538012412	426	61
1863116931	68	145
