2141632440	2	0
5701965734	554	1
5689793525	42	2
3738021880	90	51
1778936562	119	145
5182976902	653	23
2043280800	262	579
3294177473	51	62
2837656672	506	11
3968481728	603	47
3762274180	136	140
5604939255	11	7
2405769601	420	830
3577747280	297	559
2158356937	158	229
2667755412	341	359
5187389693	75	25
2508505961	291	25
5623362266	137	62
5605345096	204	12
5601828876	63	27
5603341383	341	53
3895913304	87	36
5611705147	46	9
5053556838	77	46
5202445059	185	77
5317899551	512	252
5251214870	289	27
2212198815	210	346
2559608382	210	116
3251655077	267	83
3934577240	253	307
3744548262	44	5
3787521537	58	52
2649891827	274	268
1912567324	421	136
5592376762	53	14
5502991289	92	63
2945275625	82	52
5582241200	22	10
5575443380	58	4
3889026554	108	54
5562306794	73	20
2102267314	279	30
2407748082	129	58
5063176150	81	17
2602358737	239	292
3760110793	889	236
3757067303	742	181
3353359792	91	106
